loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN101252,2018-07-01,978036.41,4.481,700-739,60-70,20-30,CA,Purchase,Primary Residence,Townhouse,Servicer_D,2018
LN101253,2023-07-01,167064.97,6.345,700-739,70-80,20-30,NM,Refinance,Primary Residence,Condominium,Servicer_E,2023
LN101254,2022-07-01,145052.43,4.974,780+,80-90,40-50,VA,Refinance,Investment,Condominium,Servicer_D,2022
LN101255,2018-08-01,490159.04,4.878,700-739,0-60,40-50,AZ,Purchase,Primary Residence,Single Family,Servicer_D,2018
LN101256,2019-07-01,129506.06,3.279,780+,0-60,30-40,WY,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101257,2021-11-01,224357.0,2.541,740-779,70-80,0-20,CA,Purchase,Investment,Single Family,Servicer_C,2021
LN101258,2021-10-01,241134.61,3.433,620-659,90-100,20-30,NY,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101259,2023-08-01,441975.8,7.124,700-739,60-70,0-20,LA,Purchase,Primary Residence,Condominium,Servicer_D,2023
LN101260,2019-11-01,350481.63,4.069,740-779,90-100,30-40,OR,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101261,2024-06-01,321451.48,6.013,780+,80-90,0-20,TX,Refinance,Investment,Single Family,Servicer_B,2024
LN101262,2021-02-01,200361.64,2.583,700-739,60-70,0-20,TX,Refinance,Primary Residence,Condominium,Servicer_D,2021
LN101263,2023-10-01,487706.18,7.227,620-659,80-90,30-40,UT,Refinance,Primary Residence,Single Family,Servicer_A,2023
LN101264,2019-09-01,1500000.0,4.1,700-739,80-90,20-30,SD,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101265,2018-04-01,365646.15,5.202,620-659,70-80,30-40,KS,Refinance,Primary Residence,Single Family,Servicer_D,2018
LN101266,2018-05-01,264087.54,4.139,740-779,70-80,0-20,MS,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN101267,2020-08-01,122441.86,3.543,700-739,80-90,30-40,OK,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN101268,2024-09-01,176063.75,6.814,740-779,80-90,0-20,FL,Refinance,Investment,Single Family,Servicer_C,2024
LN101269,2018-05-01,222276.1,4.559,780+,80-90,0-20,NH,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN101270,2020-07-01,186313.51,3.153,740-779,90-100,20-30,NE,Refinance,Primary Residence,Condominium,Servicer_E,2020
LN101271,2018-10-01,247799.04,5.204,740-779,70-80,0-20,WY,Purchase,Primary Residence,Multi Unit,Servicer_A,2018
LN101272,2024-07-01,664722.57,6.621,740-779,80-90,20-30,AZ,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN101273,2022-09-01,496410.26,4.769,780+,80-90,0-20,CA,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101274,2023-05-01,229087.25,5.902,780+,60-70,0-20,AK,Purchase,Primary Residence,Condominium,Servicer_D,2023
LN101275,2022-12-01,128625.74,6.277,580-619,0-60,30-40,NV,Purchase,Primary Residence,Townhouse,Servicer_C,2022
LN101276,2022-08-01,521658.48,4.824,700-739,70-80,0-20,NV,Purchase,Second Home,Multi Unit,Servicer_D,2022
LN101277,2023-05-01,243345.21,7.348,660-699,80-90,30-40,NJ,Purchase,Primary Residence,Single Family,Servicer_E,2023
LN101278,2018-01-01,96726.33,3.368,780+,60-70,30-40,IL,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101279,2024-01-01,369923.96,6.839,740-779,80-90,0-20,KS,Refinance,Investment,Single Family,Servicer_A,2024
LN101280,2023-03-01,439478.41,6.205,700-739,0-60,30-40,MA,Purchase,Primary Residence,Condominium,Servicer_A,2023
LN101281,2023-03-01,75000.0,6.846,660-699,60-70,20-30,AZ,Purchase,Investment,Single Family,Servicer_D,2023
LN101282,2020-10-01,158849.29,3.291,700-739,70-80,20-30,PA,Purchase,Second Home,Townhouse,Servicer_A,2020
LN101283,2023-08-01,235264.69,7.051,740-779,0-60,0-20,AZ,Purchase,Primary Residence,Single Family,Servicer_E,2023
LN101284,2020-09-01,374443.87,3.237,660-699,80-90,30-40,ND,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN101285,2018-05-01,188255.54,4.895,620-659,0-60,20-30,MN,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101286,2024-05-01,158187.79,6.523,780+,90-100,20-30,WY,Purchase,Second Home,Single Family,Servicer_C,2024
LN101287,2019-08-01,372934.95,3.329,740-779,60-70,40-50,OH,Purchase,Primary Residence,Single Family,Servicer_E,2019
LN101288,2018-09-01,193230.47,4.976,660-699,90-100,20-30,MS,Purchase,Investment,Condominium,Servicer_D,2018
LN101289,2022-05-01,336834.25,5.837,660-699,70-80,30-40,OK,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101290,2019-08-01,135656.68,3.094,780+,0-60,30-40,CO,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101291,2024-01-01,118828.08,7.065,740-779,0-60,40-50,GA,Refinance,Primary Residence,Condominium,Servicer_B,2024
LN101292,2021-02-01,378743.41,2.635,740-779,0-60,40-50,MO,Purchase,Investment,Townhouse,Servicer_B,2021
LN101293,2018-01-01,287248.26,4.487,660-699,70-80,40-50,TX,Refinance,Primary Residence,Townhouse,Servicer_E,2018
LN101294,2024-08-01,415221.28,7.18,660-699,80-90,0-20,TN,Refinance,Primary Residence,Condominium,Servicer_C,2024
LN101295,2021-08-01,186519.31,3.919,580-619,70-80,30-40,ME,Refinance,Second Home,Single Family,Servicer_D,2021
LN101296,2019-11-01,161443.14,3.93,740-779,70-80,30-40,IA,Purchase,Primary Residence,Townhouse,Servicer_A,2019
LN101297,2022-09-01,528401.44,5.448,620-659,70-80,30-40,WI,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101298,2021-09-01,108184.01,3.758,580-619,70-80,20-30,NH,Purchase,Investment,Multi Unit,Servicer_B,2021
LN101299,2018-03-01,497583.96,4.313,740-779,80-90,40-50,CO,Purchase,Second Home,Townhouse,Servicer_D,2018
LN101300,2023-04-01,516842.67,6.515,780+,70-80,0-20,ID,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101301,2020-10-01,401220.1,3.43,740-779,80-90,20-30,TN,Purchase,Primary Residence,Single Family,Servicer_E,2020
LN101302,2022-11-01,171257.25,6.154,700-739,90-100,20-30,VT,Purchase,Primary Residence,Condominium,Servicer_C,2022
LN101303,2024-04-01,159552.47,6.899,700-739,60-70,0-20,VA,Refinance,Primary Residence,Condominium,Servicer_B,2024
LN101304,2022-04-01,222723.31,5.115,700-739,0-60,30-40,AL,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN101305,2022-09-01,122632.13,5.378,700-739,0-60,0-20,TN,Refinance,Primary Residence,Multi Unit,Servicer_B,2022
LN101306,2019-10-01,147308.53,3.597,700-739,70-80,30-40,CO,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101307,2019-08-01,356403.95,3.287,700-739,60-70,30-40,SD,Refinance,Primary Residence,Single Family,Servicer_A,2019
LN101308,2020-11-01,357309.71,3.391,740-779,90-100,20-30,VT,Refinance,Second Home,Single Family,Servicer_B,2020
LN101309,2023-12-01,140357.78,6.008,780+,70-80,30-40,ME,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101310,2021-09-01,362610.04,2.44,780+,70-80,0-20,GA,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101311,2020-06-01,320963.6,3.946,620-659,80-90,30-40,OK,Refinance,Investment,Townhouse,Servicer_C,2020
LN101312,2023-06-01,573580.54,6.784,700-739,60-70,40-50,AR,Purchase,Second Home,Single Family,Servicer_B,2023
LN101313,2023-12-01,341888.94,7.541,660-699,80-90,0-20,NH,Purchase,Primary Residence,Townhouse,Servicer_A,2023
LN101314,2024-04-01,447501.77,6.89,700-739,0-60,30-40,KY,Purchase,Investment,Townhouse,Servicer_D,2024
LN101315,2020-02-01,325009.23,3.419,660-699,70-80,20-30,MI,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN101316,2022-12-01,428556.22,5.857,660-699,90-100,20-30,TN,Purchase,Primary Residence,Townhouse,Servicer_C,2022
LN101317,2022-02-01,123167.66,5.322,740-779,80-90,30-40,WY,Purchase,Primary Residence,Condominium,Servicer_E,2022
LN101318,2021-02-01,233808.28,2.981,700-739,80-90,20-30,MA,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN101319,2020-10-01,244696.92,2.551,780+,70-80,30-40,IA,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101320,2018-10-01,218633.86,6.725,580-619,80-90,0-20,TN,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101321,2019-12-01,319130.01,4.595,620-659,70-80,20-30,MA,Purchase,Investment,Condominium,Servicer_D,2019
LN101322,2021-11-01,354379.98,3.095,700-739,70-80,30-40,GA,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN101323,2024-03-01,310195.37,7.028,620-659,0-60,0-20,VA,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101324,2024-01-01,226816.6,7.296,660-699,60-70,20-30,WY,Purchase,Primary Residence,Multi Unit,Servicer_C,2024
LN101325,2019-04-01,166802.32,3.668,780+,70-80,0-20,IA,Purchase,Primary Residence,Condominium,Servicer_D,2019
LN101326,2022-10-01,457105.06,5.62,660-699,0-60,30-40,DE,Refinance,Investment,Condominium,Servicer_D,2022
LN101327,2018-08-01,303024.59,5.054,660-699,80-90,20-30,DE,Purchase,Primary Residence,Multi Unit,Servicer_A,2018
LN101328,2022-09-01,142768.34,5.85,700-739,80-90,20-30,NJ,Refinance,Second Home,Single Family,Servicer_B,2022
LN101329,2020-05-01,224737.44,3.892,700-739,90-100,0-20,KS,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN101330,2021-02-01,95836.74,2.845,700-739,0-60,20-30,NY,Purchase,Primary Residence,Condominium,Servicer_A,2021
LN101331,2023-01-01,254911.07,7.176,700-739,90-100,40-50,PA,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN101332,2020-12-01,224158.18,2.928,740-779,0-60,20-30,AL,Refinance,Primary Residence,Single Family,Servicer_B,2020
LN101333,2023-08-01,182272.73,7.139,620-659,70-80,20-30,TX,Purchase,Second Home,Townhouse,Servicer_B,2023
LN101334,2021-09-01,597641.47,2.945,700-739,80-90,30-40,AK,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101335,2024-12-01,132366.71,6.374,740-779,0-60,20-30,CO,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101336,2022-06-01,368697.69,4.118,780+,0-60,20-30,OR,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101337,2020-01-01,832264.59,3.158,700-739,0-60,20-30,NY,Refinance,Primary Residence,Condominium,Servicer_D,2020
LN101338,2023-06-01,452124.81,6.521,700-739,70-80,0-20,WI,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101339,2020-11-01,245700.81,3.769,620-659,80-90,30-40,NH,Purchase,Primary Residence,Single Family,Servicer_E,2020
LN101340,2021-09-01,133984.37,2.946,660-699,0-60,30-40,MA,Purchase,Primary Residence,Townhouse,Servicer_B,2021
LN101341,2018-12-01,118193.93,4.952,620-659,0-60,40-50,ND,Purchase,Primary Residence,Townhouse,Servicer_A,2018
LN101342,2018-11-01,199359.05,4.187,740-779,70-80,30-40,RI,Refinance,Investment,Single Family,Servicer_D,2018
LN101343,2022-01-01,171333.25,5.47,660-699,60-70,20-30,ND,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101344,2019-04-01,168293.61,3.872,740-779,80-90,20-30,ME,Purchase,Primary Residence,Condominium,Servicer_B,2019
LN101345,2024-12-01,208927.75,7.706,620-659,90-100,30-40,WV,Refinance,Second Home,Single Family,Servicer_E,2024
LN101346,2023-12-01,236329.03,6.278,780+,80-90,40-50,KS,Refinance,Second Home,Single Family,Servicer_B,2023
LN101347,2022-11-01,326466.55,5.614,740-779,80-90,30-40,LA,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN101348,2023-02-01,126554.49,6.779,620-659,70-80,20-30,IN,Purchase,Investment,Single Family,Servicer_C,2023
LN101349,2022-02-01,171782.1,6.678,580-619,80-90,30-40,IA,Refinance,Second Home,Single Family,Servicer_A,2022
LN101350,2018-06-01,228981.51,4.899,620-659,60-70,30-40,HI,Refinance,Primary Residence,Single Family,Servicer_D,2018
LN101351,2020-09-01,224515.35,2.536,780+,0-60,40-50,NJ,Purchase,Primary Residence,Townhouse,Servicer_D,2020
LN101352,2021-06-01,686422.93,2.774,660-699,70-80,30-40,OR,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101353,2024-05-01,284063.14,6.49,700-739,0-60,20-30,MI,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN101354,2019-07-01,102923.55,4.109,700-739,80-90,20-30,WA,Purchase,Investment,Single Family,Servicer_A,2019
LN101355,2021-06-01,314649.92,3.231,740-779,80-90,20-30,MS,Purchase,Primary Residence,Townhouse,Servicer_A,2021
LN101356,2020-05-01,337503.53,3.61,700-739,90-100,20-30,MS,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN101357,2018-12-01,233373.58,4.085,700-739,60-70,40-50,AR,Purchase,Investment,Single Family,Servicer_A,2018
LN101358,2018-09-01,128264.27,3.894,780+,70-80,20-30,VA,Purchase,Primary Residence,Condominium,Servicer_B,2018
LN101359,2020-07-01,657464.65,3.826,660-699,80-90,20-30,DE,Refinance,Primary Residence,Condominium,Servicer_C,2020
LN101360,2018-07-01,138798.71,3.83,740-779,60-70,20-30,FL,Purchase,Investment,Townhouse,Servicer_A,2018
LN101361,2018-06-01,359561.64,5.116,620-659,70-80,30-40,WA,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101362,2020-06-01,279077.27,3.107,700-739,70-80,20-30,MT,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN101363,2019-05-01,347897.09,3.724,780+,90-100,0-20,AR,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN101364,2021-11-01,639209.83,3.719,740-779,80-90,30-40,MN,Refinance,Investment,Single Family,Servicer_E,2021
LN101365,2018-02-01,340482.01,3.966,740-779,0-60,20-30,NJ,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101366,2020-02-01,183863.86,3.495,660-699,70-80,20-30,AL,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN101367,2021-03-01,459324.38,2.73,700-739,70-80,0-20,PA,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101368,2024-09-01,176682.83,6.798,700-739,0-60,20-30,ND,Purchase,Investment,Multi Unit,Servicer_D,2024
LN101369,2022-06-01,273531.78,5.601,700-739,70-80,30-40,AL,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101370,2024-02-01,122764.14,6.564,700-739,60-70,30-40,NM,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN101371,2020-05-01,141621.25,2.894,700-739,0-60,0-20,ID,Purchase,Investment,Townhouse,Servicer_E,2020
LN101372,2021-02-01,257166.46,2.941,660-699,70-80,40-50,OR,Purchase,Primary Residence,Condominium,Servicer_B,2021
LN101373,2020-12-01,306099.01,2.817,660-699,0-60,30-40,ME,Refinance,Primary Residence,Single Family,Servicer_E,2020
LN101374,2024-03-01,98017.5,7.151,700-739,70-80,20-30,HI,Purchase,Primary Residence,Condominium,Servicer_C,2024
LN101375,2024-09-01,328641.99,6.724,660-699,0-60,0-20,MT,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101376,2024-09-01,159297.73,5.816,780+,80-90,20-30,MN,Purchase,Primary Residence,Townhouse,Servicer_A,2024
LN101377,2023-04-01,505369.24,6.99,740-779,60-70,30-40,LA,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN101378,2021-07-01,206000.89,3.519,620-659,80-90,20-30,UT,Purchase,Primary Residence,Multi Unit,Servicer_B,2021
LN101379,2021-10-01,134756.4,2.436,740-779,0-60,20-30,NC,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101380,2024-11-01,260643.46,6.832,780+,70-80,30-40,MO,Purchase,Second Home,Condominium,Servicer_A,2024
LN101381,2019-12-01,151038.03,4.047,660-699,60-70,30-40,ID,Purchase,Primary Residence,Single Family,Servicer_E,2019
LN101382,2020-06-01,502392.03,3.211,660-699,60-70,30-40,NH,Purchase,Investment,Single Family,Servicer_A,2020
LN101383,2024-04-01,250072.91,7.672,580-619,70-80,30-40,AK,Refinance,Primary Residence,Single Family,Servicer_E,2024
LN101384,2020-09-01,229990.68,3.42,620-659,80-90,0-20,VT,Purchase,Primary Residence,Townhouse,Servicer_C,2020
LN101385,2019-08-01,346177.44,4.04,740-779,90-100,30-40,AL,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101386,2021-12-01,143845.5,2.469,780+,60-70,20-30,OH,Purchase,Primary Residence,Multi Unit,Servicer_B,2021
LN101387,2020-04-01,123029.78,3.602,620-659,0-60,0-20,LA,Refinance,Primary Residence,Single Family,Servicer_D,2020
LN101388,2024-03-01,312953.4,6.646,740-779,80-90,40-50,OK,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101389,2024-05-01,136543.33,7.446,620-659,70-80,0-20,ME,Purchase,Investment,Condominium,Servicer_A,2024
LN101390,2020-02-01,136517.84,2.209,740-779,60-70,0-20,AK,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101391,2021-09-01,396103.97,3.048,740-779,80-90,30-40,WV,Purchase,Primary Residence,Condominium,Servicer_D,2021
LN101392,2024-11-01,333701.27,6.888,700-739,70-80,20-30,RI,Purchase,Primary Residence,Condominium,Servicer_C,2024
LN101393,2023-03-01,125443.4,8.602,580-619,70-80,0-20,AZ,Purchase,Second Home,Condominium,Servicer_B,2023
LN101394,2019-07-01,177849.22,3.592,740-779,60-70,30-40,AK,Refinance,Primary Residence,Single Family,Servicer_A,2019
LN101395,2022-02-01,152080.28,4.557,780+,70-80,30-40,NE,Refinance,Primary Residence,Condominium,Servicer_B,2022
LN101396,2022-05-01,664102.52,5.475,660-699,60-70,30-40,WV,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101397,2022-07-01,411482.57,5.692,660-699,80-90,0-20,NH,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101398,2018-03-01,198342.68,5.07,620-659,0-60,20-30,AL,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101399,2020-02-01,343218.75,3.318,700-739,80-90,30-40,OH,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN101400,2023-12-01,118576.52,6.382,740-779,80-90,0-20,MI,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN101401,2019-09-01,172691.29,3.399,740-779,80-90,0-20,NY,Refinance,Second Home,Single Family,Servicer_D,2019
LN101402,2020-02-01,264842.61,2.739,740-779,0-60,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101403,2020-04-01,320597.94,2.925,780+,60-70,20-30,AL,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101404,2019-03-01,236952.19,3.714,740-779,70-80,0-20,AL,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN101405,2019-02-01,286537.19,4.434,660-699,70-80,30-40,NY,Refinance,Investment,Condominium,Servicer_E,2019
LN101406,2020-06-01,261006.67,3.814,700-739,90-100,40-50,NY,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN101407,2024-02-01,228490.21,7.07,660-699,60-70,0-20,KY,Refinance,Primary Residence,Condominium,Servicer_D,2024
LN101408,2018-01-01,212423.27,4.496,700-739,80-90,30-40,CA,Refinance,Investment,Condominium,Servicer_B,2018
LN101409,2019-12-01,197752.3,3.299,780+,0-60,0-20,RI,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101410,2018-06-01,284014.86,4.552,740-779,60-70,0-20,DE,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101411,2021-12-01,313377.8,2.419,780+,0-60,30-40,GA,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101412,2019-10-01,278817.78,4.364,700-739,80-90,20-30,MN,Purchase,Primary Residence,Townhouse,Servicer_A,2019
LN101413,2023-07-01,130742.87,6.471,700-739,0-60,40-50,OK,Purchase,Primary Residence,Townhouse,Servicer_D,2023
LN101414,2022-02-01,144322.53,5.179,700-739,60-70,20-30,WY,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101415,2023-06-01,311327.66,7.574,620-659,80-90,0-20,NY,Refinance,Primary Residence,Single Family,Servicer_D,2023
LN101416,2022-06-01,561651.32,5.575,660-699,70-80,20-30,WI,Refinance,Primary Residence,Single Family,Servicer_E,2022
LN101417,2021-01-01,271860.6,3.11,700-739,0-60,0-20,NC,Purchase,Investment,Multi Unit,Servicer_A,2021
LN101418,2024-01-01,199346.26,6.536,620-659,0-60,30-40,TX,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN101419,2021-05-01,282830.61,2.469,780+,70-80,30-40,FL,Purchase,Investment,Single Family,Servicer_E,2021
LN101420,2024-08-01,133781.67,7.316,620-659,60-70,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_E,2024
LN101421,2024-12-01,513566.57,6.579,660-699,60-70,20-30,ND,Purchase,Second Home,Condominium,Servicer_C,2024
LN101422,2022-02-01,277019.44,5.292,740-779,70-80,30-40,WI,Purchase,Investment,Condominium,Servicer_C,2022
LN101423,2022-09-01,172994.44,5.623,620-659,60-70,30-40,OR,Refinance,Primary Residence,Single Family,Servicer_C,2022
LN101424,2019-10-01,228086.15,3.333,780+,70-80,0-20,LA,Purchase,Primary Residence,Townhouse,Servicer_A,2019
LN101425,2023-09-01,187090.23,7.015,740-779,60-70,0-20,MO,Refinance,Primary Residence,Single Family,Servicer_C,2023
LN101426,2022-09-01,514337.37,6.143,620-659,60-70,0-20,CO,Purchase,Primary Residence,Townhouse,Servicer_B,2022
LN101427,2024-04-01,223682.78,6.562,740-779,0-60,20-30,LA,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101428,2019-11-01,272302.09,3.704,740-779,60-70,20-30,OH,Refinance,Investment,Condominium,Servicer_B,2019
LN101429,2023-07-01,342753.14,6.311,740-779,0-60,0-20,FL,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN101430,2021-04-01,166340.9,3.21,740-779,60-70,20-30,MO,Purchase,Primary Residence,Condominium,Servicer_A,2021
